,height
4590,137.8
4591,139.0
4592,141.4
4593,134.7
4594,151.1
4595,143.2
4596,144.1
4597,140.1
4598,133.9
4599,144.7
4600,151.4
4601,139.5
4602,140.2
4603,138.2
4604,152.5
4605,130.3
4606,142.9
4607,136.9
4608,152.6
4609,149.1
4610,142.2
4611,139.0
4612,140.8
4613,146.2
4614,144.4
4615,146.2
4616,136.2
4617,146.8
4618,151.8
4619,152.0
4620,143.4
4621,151.7
4622,143.4
4623,147.7
4624,150.2
4625,151.1
4626,149.4
4627,149.2
4628,156.6
4629,155.1
4630,147.4
4631,156.4
4632,153.4
4633,153.4
4634,154.0
4635,158.5
4636,151.4
4637,162.0
4638,148.2
4639,157.4
4640,142.3
4641,147.4
4642,149.1
4643,143.2
4644,143.2
4645,121.1
4646,127.5
4647,123.4
4648,122.9
4649,124.7
4650,119.9
4651,119.3
4652,116.3
4653,123.1
4654,126.1
4655,119.7
4656,115.3
4657,122.0
4658,119.2
4659,123.4
4660,115.6
4661,115.6
4662,134.2
4663,126.2
4664,121.8
4665,114.6
4666,109.0
4667,115.1
4668,120.0
4669,127.0
4670,125.0
4671,125.0
4672,126.0
4673,126.0
4674,122.0
4675,121.0
4676,129.0
4677,132.0
4678,129.0
4679,127.0
4680,130.0
4681,133.0
4682,124.0
4683,131.0
4684,127.0
4685,113.0
4686,125.0
4687,122.0
4688,129.0
4689,128.0
4690,124.0
4691,126.0
4692,125.0
4693,126.0
4694,137.0
4695,124.0
4696,120.0
4697,126.0
4698,126.0
4699,130.5
4700,130.0
4701,127.7
4702,130.7
4703,125.1
4704,135.6
4705,128.5
4706,134.3
4707,129.2
4708,131.3
4709,140.3
4710,130.0
4711,137.4
4712,136.9
4713,134.3
4714,136.4
4715,131.3
4716,126.1
4717,133.5
4718,127.6
4719,129.0
4720,128.1
4721,133.8
4722,129.3
4723,135.5
4724,132.7
4725,128.8
4726,143.0
4727,137.8
4728,133.0
4729,137.4
4730,142.6
4731,131.0
4732,140.2
4733,137.4
4734,136.3
4735,135.5
4736,141.3
4737,140.5
4738,142.2
4739,138.9
4740,138.5
4741,144.9
4742,149.1
4743,140.6
4744,144.9
4745,144.1
4746,138.3
4747,138.0
4748,137.4
4749,133.5
4750,144.1
4751,132.0
4752,139.9
4753,137.3
4754,145.5
4755,136.7
4756,145.8
4757,146.6
4758,140.6
4759,137.0
4760,147.5
4761,147.5
4762,153.0
4763,143.6
4764,152.2
4765,146.3
4766,146.0
4767,140.1
4768,142.4
4769,139.9
4770,148.1
4771,137.0
4772,142.7
4773,132.3
4774,142.3
4775,147.7
4776,141.4
4777,143.1
4778,154.0
4779,139.7
4780,161.1
4781,151.1
4782,142.8
4783,144.7
4784,166.7
4785,146.0
4786,153.6
4787,146.9
4788,153.8
4789,145.7
4790,160.6
4791,155.0
4792,155.8
4793,155.8
4794,157.4
4795,164.2
4796,157.3
4797,152.5
4798,174.0
4799,160.3
4800,150.2
4801,151.8
4802,150.8
4803,138.0
4804,151.8
4805,157.0
4806,145.8
4807,142.3
4808,153.3
4809,158.8
4810,155.4
4811,151.0
4812,153.2
4813,155.4
4814,142.6
4815,156.0
4816,120.0
4817,121.3
4818,119.2
4819,129.8
4820,115.3
4821,120.0
4822,125.2
4823,125.0
4824,122.5
4825,123.3
4826,122.8
4827,112.6
4828,119.0
4829,120.7
4830,117.0
4831,126.8
4832,116.3
4833,117.5
4834,118.3
4835,130.7
4836,132.8
4837,118.0
4838,119.8
4839,121.1
4840,138.5
4841,125.9
4842,133.6
4843,128.8
4844,119.5
4845,137.5
4846,131.6
4847,130.9
4848,130.4
4849,121.7
4850,125.3
4851,128.3
4852,130.0
4853,120.4
4854,120.9
4855,128.7
4856,121.4
4857,127.4
4858,132.8
4859,123.3
4860,136.5
4861,117.2
4862,126.5
4863,123.5
4864,132.8
4865,142.3
4866,124.3
4867,132.2
4868,134.5
4869,136.3
4870,129.1
4871,130.6
4872,138.3
4873,121.1
4874,133.4
4875,125.5
4876,127.9
4877,137.9
4878,125.4
4879,130.9
4880,141.3
4881,137.1
4882,128.9
4883,132.2
4884,137.4
4885,124.3
4886,131.3
4887,154.3
4888,133.2
4889,148.5
4890,133.9
4891,150.7
4892,134.9
4893,142.5
4894,131.9
4895,127.2
4896,124.8
4897,138.1
4898,133.2
4899,129.7
4900,131.0
4901,143.1
4902,143.1
4903,139.5
4904,148.1
4905,147.6
4906,148.6
4907,149.1
4908,129.6
4909,148.0
4910,146.7
4911,146.5
4912,138.5
4913,144.9
4914,148.0
4915,132.2
4916,137.7
4917,146.0
4918,144.0
4919,133.5
4920,139.8
4921,151.0
4922,134.5
4923,144.1
4924,147.9
4925,146.3
4926,135.3
4927,144.1
4928,148.6
4929,148.5
4930,140.1
4931,148.0
4932,155.7
4933,154.1
4934,151.6
4935,141.9
4936,150.3
4937,159.7
4938,146.1
4939,147.8
4940,158.0
4941,150.8
4942,137.0
4943,154.5
4944,152.8
4945,150.2
4946,152.9
4947,147.0
4948,141.3
4949,157.6
4950,150.3
4951,159.0
4952,156.6
4953,133.1
4954,148.5
4955,150.4
4956,113.9
4957,134.1
4958,118.0
4959,117.7
4960,110.7
4961,124.2
4962,119.2
4963,120.9
4964,116.3
4965,122.4
4966,118.4
4967,133.0
4968,128.1
4969,118.3
4970,116.4
4971,124.9
4972,118.5
4973,121.5
4974,120.8
4975,119.5
4976,115.5
4977,122.2
4978,132.5
4979,122.1
4980,129.4
4981,124.0
4982,121.1
4983,122.1
4984,132.2
4985,130.9
4986,128.3
4987,124.7
4988,130.6
4989,120.3
4990,133.0
4991,120.0
4992,120.1
4993,127.0
4994,131.3
4995,128.0
4996,132.4
4997,127.3
4998,131.4
4999,127.8
5000,131.1
5001,123.7
5002,133.5
5003,122.8
5004,132.6
5005,130.0
5006,136.9
5007,133.3
5008,139.1
5009,141.3
5010,149.8
5011,133.1
5012,132.4
5013,134.6
5014,133.8
5015,126.4
5016,144.5
5017,133.7
5018,133.5
5019,132.4
5020,132.2
5021,133.8
5022,140.3
5023,136.7
5024,132.0
5025,135.4
5026,137.7
5027,137.2
5028,134.0
5029,141.4
5030,138.4
5031,136.0
5032,128.6
5033,138.4
5034,137.2
5035,142.3
5036,150.6
5037,127.1
5038,136.8
5039,140.1
5040,136.5
5041,149.5
5042,135.6
5043,151.4
5044,143.3
5045,145.0
5046,140.0
5047,146.5
5048,139.7
5049,147.7
5050,151.1
5051,137.0
5052,142.6
5053,136.4
5054,142.0
5055,142.2
5056,146.2
5057,158.3
5058,152.0
5059,151.4
5060,147.6
5061,151.8
5062,139.1
5063,159.1
5064,131.9
5065,147.7
5066,144.5
5067,157.5
5068,155.4
5069,139.3
5070,155.8
5071,144.1
5072,153.7
5073,146.1
5074,151.9
5075,162.0
5076,146.7
5077,143.6
5078,150.4
5079,156.9
5080,148.3
5081,153.3
5082,160.8
5083,157.0
5084,150.7
5085,149.3
5086,148.1
5087,168.2
5088,143.5
5089,151.9
5090,146.7
5091,159.4
5092,157.2
5093,143.7
5094,146.8
5095,142.4
5096,154.0
5097,118.0
5098,118.2
5099,117.5
5100,121.3
5101,116.3
5102,118.8
5103,121.7
5104,116.1
5105,117.5
5106,126.9
5107,117.0
5108,117.0
5109,126.2
5110,119.0
5111,114.6
5112,118.7
5113,122.5
5114,121.3
5115,121.4
5116,116.1
5117,116.9
5118,118.6
5119,124.5
5120,127.0
5121,133.5
5122,130.4
5123,131.2
5124,122.3
5125,122.3
5126,130.1
5127,125.3
5128,130.6
5129,125.3
5130,127.8
5131,122.5
5132,125.4
5133,127.7
5134,126.9
5135,121.0
5136,129.7
5137,132.1
5138,135.3
5139,118.5
5140,126.0
5141,121.6
5142,121.8
5143,120.0
5144,119.7
5145,126.4
5146,117.6
5147,129.9
5148,135.1
5149,128.8
5150,132.1
5151,138.2
5152,136.4
5153,144.9
5154,130.0
5155,129.5
5156,130.2
5157,128.5
5158,122.2
5159,130.7
5160,132.0
5161,141.8
5162,129.6
5163,129.8
5164,131.2
5165,128.9
5166,130.9
5167,134.9
5168,122.0
5169,133.9
5170,129.6
5171,133.0
5172,144.5
5173,136.0
5174,130.0
5175,134.6
5176,136.2
5177,135.4
5178,139.5
5179,139.0
5180,133.6
5181,138.7
5182,149.3
5183,136.0
5184,136.1
5185,137.2
5186,143.2
5187,152.7
5188,138.1
5189,157.6
5190,135.1
5191,137.2
5192,142.7
5193,141.8
5194,142.6
5195,132.5
5196,137.4
5197,145.2
5198,140.4
5199,151.0
5200,148.4
5201,146.3
5202,138.8
5203,142.2
5204,149.9
5205,147.9
5206,139.6
5207,147.6
5208,138.1
5209,158.2
5210,143.5
5211,155.5
5212,138.9
5213,140.6
5214,144.6
5215,139.5
5216,150.6
5217,139.9
5218,140.1
5219,140.8
5220,144.6
5221,144.3
5222,159.7
5223,164.3
5224,140.2
5225,163.6
5226,151.3
5227,158.3
5228,151.7
5229,152.9
5230,160.2
5231,161.5
5232,129.5
5233,149.3
5234,151.1
5235,149.8
5236,162.5
5237,152.3
5238,151.9
5239,154.4
5240,137.7
5241,149.5
5242,148.1
5243,158.6
5244,148.0
5245,165.2
5246,126.2
5247,117.7
5248,124.2
5249,120.6
5250,117.8
5251,130.8
5252,122.9
5253,124.1
5254,124.0
5255,122.4
5256,121.8
5257,120.8
5258,124.8
5259,128.7
5260,115.8
5261,134.7
5262,119.9
5263,123.6
5264,121.5
5265,125.9
5266,115.7
5267,119.1
5268,118.7
5269,128.2
5270,120.2
5271,120.5
5272,117.1
5273,125.0
5274,133.0
5275,133.3
5276,127.2
5277,128.5
5278,134.8
5279,135.7
5280,130.3
5281,131.3
5282,127.4
5283,124.1
5284,121.6
5285,128.5
5286,125.7
5287,130.5
5288,123.8
5289,120.4
5290,127.0
5291,125.1
5292,125.0
5293,124.6
5294,129.3
5295,125.0
5296,123.5
5297,133.2
5298,131.7
5299,121.6
5300,130.9
5301,120.6
5302,125.3
5303,140.3
5304,129.0
5305,127.8
5306,122.3
5307,129.0
5308,134.1
5309,139.8
5310,136.9
5311,138.0
5312,134.6
5313,132.8
5314,144.1
5315,136.1
5316,130.6
5317,131.2
5318,135.3
5319,131.5
5320,129.1
5321,129.0
5322,135.8
5323,145.6
5324,133.0
5325,136.3
5326,119.5
5327,122.6
5328,131.2
5329,127.5
5330,140.0
5331,129.5
5332,132.7
5333,144.7
5334,134.6
5335,144.1
5336,143.6
5337,137.8
5338,136.9
5339,142.2
5340,143.1
5341,139.0
5342,143.3
5343,143.4
5344,136.2
5345,140.1
5346,139.2
5347,138.1
5348,142.8
5349,137.6
5350,144.8
5351,134.6
5352,132.6
5353,138.5
5354,140.0
5355,134.1
5356,135.8
5357,125.8
5358,149.8
5359,144.0
5360,143.8
5361,141.6
5362,146.2
5363,143.9
5364,150.6
5365,138.1
5366,142.2
5367,145.5
5368,149.3
5369,143.4
5370,143.6
5371,150.6
5372,139.4
5373,140.4
5374,151.4
5375,150.7
5376,145.5
5377,139.3
5378,148.0
5379,142.1
5380,143.7
5381,138.3
5382,155.7
5383,142.3
5384,144.3
5385,162.0
5386,159.2
5387,135.4
5388,153.4
5389,150.3
5390,143.0
5391,149.8
5392,162.3
5393,146.6
5394,144.8
5395,154.4
5396,155.4
5397,153.4
5398,146.7
5399,163.8
5400,141.0
5401,159.5
5402,152.5
5403,147.4
5404,149.7
5405,145.4
5406,146.1
5407,150.0
5408,155.6
5409,119.1
5410,123.4
5411,120.0
5412,116.8
5413,122.8
5414,128.6
5415,126.2
5416,119.1
5417,114.0
5418,121.2
5419,123.5
5420,123.0
5421,121.6
5422,120.2
5423,120.0
5424,124.2
5425,124.7
5426,112.3
5427,119.8
5428,116.7
5429,126.8
5430,117.1
5431,131.8
5432,124.2
5433,126.4
5434,129.1
5435,119.5
5436,139.1
5437,131.2
5438,140.4
5439,132.1
5440,126.8
5441,132.3
5442,120.6
5443,133.8
5444,128.9
5445,126.5
5446,135.8
5447,134.9
5448,126.6
5449,129.8
5450,130.6
5451,123.2
5452,124.7
5453,127.3
5454,131.4
5455,123.2
5456,125.1
5457,120.8
5458,134.6
5459,126.0
5460,136.2
5461,131.0
5462,123.9
5463,125.1
5464,133.0
5465,132.6
5466,141.5
5467,137.2
5468,144.4
5469,128.4
5470,132.0
5471,137.0
5472,136.7
5473,128.7
5474,140.0
5475,138.8
5476,136.4
5477,135.8
5478,127.0
5479,139.0
5480,132.9
5481,127.3
5482,126.4
5483,133.7
5484,133.5
5485,126.2
5486,137.2
5487,133.7
5488,127.5
5489,135.6
5490,135.1
5491,126.0
5492,136.7
5493,127.2
5494,139.2
5495,128.5
5496,141.6
5497,140.5
5498,142.2
5499,142.0
5500,139.4
5501,151.8
5502,136.2
5503,141.7
5504,132.0
5505,137.1
5506,138.6
5507,142.2
5508,158.9
5509,133.5
5510,139.2
5511,149.0
5512,139.0
5513,135.0
5514,138.8
5515,138.5
5516,134.9
5517,141.5
5518,146.6
5519,141.2
5520,140.9
5521,141.8
5522,138.2
5523,143.1
5524,145.4
5525,150.0
5526,147.2
5527,139.7
5528,149.6
5529,146.3
5530,154.8
5531,137.3
5532,141.2
5533,150.6
5534,136.5
5535,141.4
5536,142.6
5537,141.9
5538,136.0
5539,139.8
5540,139.8
5541,139.6
5542,157.9
5543,148.1
5544,152.4
5545,145.8
5546,137.8
5547,143.6
5548,147.9
5549,143.8
5550,144.3
5551,149.0
5552,140.9
5553,146.3
5554,146.2
5555,168.0
5556,162.8
5557,157.0
5558,150.3
5559,155.6
5560,151.1
5561,155.9
5562,155.1
5563,142.3
5564,148.6
5565,170.1
5566,169.7
5567,154.0
5568,147.3
5569,152.9
5570,157.1
5571,157.9
5572,160.7
5573,162.6
5574,154.2
5575,156.6
5576,154.0
5577,155.1
5578,157.7
5579,146.7
5580,153.4
5581,152.0
5582,144.8
5583,149.4
5584,157.4
5585,146.2
5586,153.3
5587,151.3
5588,148.1
5589,126.0
5590,113.5
5591,112.5
5592,116.6
5593,112.2
5594,117.7
5595,128.1
5596,113.8
5597,114.4
5598,128.4
5599,119.5
5600,121.7
5601,120.8
5602,113.1
5603,122.1
5604,130.7
5605,121.4
5606,132.0
5607,118.6
5608,127.0
5609,124.7
5610,127.8
5611,131.6
5612,129.0
5613,117.8
5614,132.2
5615,128.4
5616,121.9
5617,127.6
5618,128.2
5619,119.9
5620,122.2
5621,135.9
5622,132.1
5623,121.4
5624,125.7
5625,129.4
5626,127.0
5627,124.3
5628,128.1
5629,120.2
5630,126.6
5631,126.7
5632,128.3
5633,131.1
5634,125.3
5635,122.7
5636,119.7
5637,125.3
5638,131.1
5639,128.4
5640,123.7
5641,131.2
5642,133.6
5643,125.6
5644,136.7
5645,134.7
5646,124.7
5647,129.3
5648,121.5
5649,136.1
5650,134.6
5651,123.2
5652,138.8
5653,136.1
5654,139.1
5655,126.8
5656,134.6
5657,130.8
5658,139.7
5659,143.0
5660,138.0
5661,137.0
5662,147.7
5663,140.6
5664,138.5
5665,139.5
5666,143.0
5667,140.7
5668,136.0
5669,136.2
5670,138.7
5671,135.0
5672,139.2
5673,143.2
5674,145.5
5675,138.4
5676,141.0
5677,147.5
5678,140.6
5679,154.3
5680,136.6
5681,135.5
5682,138.0
5683,142.4
5684,139.4
5685,151.7
5686,153.7
5687,147.7
5688,150.6
5689,137.2
5690,149.5
5691,159.5
5692,142.2
5693,148.7
5694,150.5
5695,148.7
5696,155.2
5697,152.3
5698,132.1
5699,143.5
5700,153.5
5701,134.8
5702,134.6
5703,150.3
5704,159.1
5705,156.4
5706,146.3
5707,135.3
5708,144.5
5709,139.2
5710,156.9
5711,160.7
5712,154.2
5713,150.1
5714,155.8
5715,154.0
5716,143.4
5717,145.6
5718,152.9
5719,145.1
5720,154.0
5721,154.3
5722,161.0
5723,149.2
5724,155.1
5725,140.1
5726,144.1
5727,151.3
5728,163.8
5729,156.8
5730,143.6
5731,161.0
5732,156.9
5733,169.0
5734,159.1
5735,152.0
5736,156.5
5737,118.5
5738,111.5
5739,111.2
5740,121.0
5741,116.0
5742,126.2
5743,116.3
5744,117.8
5745,126.5
5746,124.2
5747,115.8
5748,124.5
5749,121.2
5750,125.5
5751,117.3
5752,124.0
5753,130.5
5754,114.1
5755,126.1
5756,118.8
5757,120.6
5758,130.5
5759,125.2
5760,121.3
5761,128.9
5762,122.9
5763,123.5
5764,128.1
5765,127.4
5766,134.8
5767,146.0
5768,120.0
5769,128.2
5770,129.3
5771,122.0
5772,124.7
5773,131.6
5774,127.7
5775,123.8
5776,136.5
5777,123.9
5778,138.0
5779,124.9
5780,125.3
5781,135.1
5782,132.3
5783,121.4
5784,133.5
5785,140.1
5786,138.8
5787,143.2
5788,135.4
5789,137.2
5790,129.7
5791,133.8
5792,127.3
5793,137.8
5794,132.7
5795,126.4
5796,139.2
5797,126.1
5798,141.8
5799,136.6
5800,135.9
5801,133.6
5802,146.5
5803,134.3
5804,127.8
5805,138.8
5806,130.7
5807,136.1
5808,139.0
5809,139.0
5810,145.0
5811,136.0
5812,130.0
5813,140.0
5814,134.0
5815,128.0
5816,127.0
5817,146.0
5818,134.0
5819,135.0
5820,138.0
5821,136.0
5822,123.0
5823,134.0
5824,131.0
5825,137.0
5826,149.0
5827,150.0
5828,128.0
5829,130.0
5830,130.0
5831,147.0
5832,145.0
5833,145.8
5834,148.1
5835,145.5
5836,147.7
5837,152.6
5838,139.1
5839,148.4
5840,143.2
5841,139.2
5842,140.1
5843,145.0
5844,143.8
5845,134.9
5846,137.1
5847,143.6
5848,143.3
5849,139.6
5850,162.8
5851,142.3
5852,142.7
5853,154.6
5854,150.5
5855,150.2
5856,152.5
5857,156.5
5858,137.5
5859,154.8
5860,153.6
5861,160.5
5862,145.6
5863,149.3
5864,163.7
5865,144.3
5866,148.8
5867,138.5
5868,158.2
5869,161.7
5870,156.1
5871,142.2
5872,151.8
5873,159.3
5874,152.7
5875,148.8
5876,159.6
5877,157.8
5878,123.9
5879,120.8
5880,119.8
5881,126.8
5882,117.8
5883,122.0
5884,121.8
5885,122.0
5886,118.6
5887,117.5
5888,116.5
5889,120.0
5890,115.2
5891,118.0
5892,127.5
5893,122.2
5894,118.8
5895,117.8
5896,121.3
5897,108.5
5898,128.2
5899,124.8
5900,132.8
5901,133.6
5902,129.2
5903,129.6
5904,137.7
5905,130.7
5906,126.8
5907,132.4
5908,134.6
5909,129.9
5910,128.6
5911,126.2
5912,126.4
5913,125.7
5914,129.7
5915,132.7
5916,129.4
5917,132.0
5918,126.0
5919,126.6
5920,131.6
5921,122.9
5922,135.0
5923,133.9
5924,126.6
5925,136.7
5926,137.0
5927,136.9
5928,135.5
5929,140.4
5930,136.9
5931,143.9
5932,125.6
5933,129.6
5934,132.8
5935,139.2
5936,144.5
5937,138.0
5938,134.6
5939,127.1
5940,146.0
5941,138.6
5942,140.5
5943,130.4
5944,124.9
5945,127.2
5946,141.3
5947,136.0
5948,141.2
5949,138.2
5950,141.3
5951,140.2
5952,141.4
5953,140.1
5954,141.7
5955,130.1
5956,133.8
5957,136.8
5958,130.0
5959,145.5
5960,136.1
5961,141.5
5962,134.3
5963,143.6
5964,133.3
5965,142.4
5966,140.1
5967,137.4
5968,141.2
5969,127.8
5970,138.8
5971,140.0
5972,157.3
5973,140.2
5974,153.0
5975,151.2
5976,140.2
5977,149.0
5978,139.9
5979,141.0
5980,143.8
5981,146.5
5982,142.5
5983,145.0
5984,152.3
5985,141.0
5986,142.9
5987,140.1
5988,148.3
5989,156.2
5990,150.5
5991,158.3
5992,153.1
5993,155.3
5994,147.3
5995,178.2
5996,150.6
5997,163.2
5998,155.9
5999,147.2
6000,154.3
6001,149.6
6002,147.8
6003,148.1
6004,155.4
6005,160.1
6006,157.8
6007,151.0
6008,158.8
6009,159.6
6010,160.6
6011,161.1
6012,167.9
6013,155.7
6014,116.8
6015,114.6
6016,123.9
6017,125.6
6018,124.2
6019,124.0
6020,131.4
6021,131.8
6022,120.6
6023,117.5
6024,119.7
6025,119.9
6026,122.0
6027,131.0
6028,116.9
6029,118.6
6030,116.6
6031,118.5
6032,119.9
6033,124.9
6034,117.3
6035,120.6
6036,106.0
6037,117.5
6038,125.4
6039,134.3
6040,135.0
6041,116.6
6042,115.6
6043,127.5
6044,129.3
6045,122.5
6046,134.3
6047,127.4
6048,128.1
6049,123.6
6050,139.1
6051,126.9
6052,131.9
6053,130.5
6054,137.6
6055,124.7
6056,131.5
6057,123.6
6058,133.9
6059,130.6
6060,125.9
6061,137.2
6062,136.4
6063,138.4
6064,134.2
6065,146.2
6066,143.5
6067,132.1
6068,135.8
6069,113.9
6070,130.0
6071,136.1
6072,133.6
6073,130.4
6074,130.3
6075,130.7
6076,125.2
6077,131.2
6078,135.5
6079,136.8
6080,136.2
6081,138.0
6082,131.0
6083,144.0
6084,134.0
6085,139.0
6086,139.0
6087,138.0
6088,152.0
6089,149.0
6090,144.0
6091,147.0
6092,145.0
6093,123.0
6094,131.0
6095,130.0
6096,142.0
6097,135.0
6098,137.0
6099,143.0
6100,132.0
6101,134.6
6102,149.4
6103,140.9
6104,147.9
6105,138.6
6106,139.4
6107,142.9
6108,142.8
6109,153.4
6110,153.4
6111,133.8
6112,152.0
6113,151.9
6114,128.7
6115,143.7
6116,147.0
6117,138.4
6118,130.5
6119,151.8
6120,145.1
6121,150.4
6122,147.8
6123,144.4
6124,144.3
6125,146.8
6126,143.5
6127,147.9
6128,145.1
6129,158.3
6130,154.6
6131,157.3
6132,151.7
6133,155.0
6134,142.9
6135,147.2
6136,166.0
6137,143.0
6138,153.1
6139,141.1
6140,145.7
6141,148.4
6142,164.3
6143,145.0
6144,154.0
6145,147.7
6146,156.4
6147,154.9
6148,142.9
6149,119.6
6150,125.0
6151,122.0
6152,122.7
6153,124.0
6154,124.4
6155,126.3
6156,114.0
6157,120.3
6158,128.3
6159,123.0
6160,123.1
6161,115.0
6162,119.6
6163,114.4
6164,118.7
6165,124.4
6166,118.1
6167,123.0
6168,125.0
6169,120.0
6170,125.6
6171,116.4
6172,127.7
6173,122.9
6174,143.4
6175,136.3
6176,130.9
6177,125.0
6178,124.7
6179,128.6
6180,119.1
6181,134.5
6182,127.2
6183,131.0
6184,132.4
6185,134.6
6186,126.6
6187,125.4
6188,131.7
6189,122.5
6190,125.4
6191,124.1
6192,119.1
6193,124.5
6194,131.6
6195,130.8
6196,126.0
6197,130.2
6198,129.8
6199,137.1
6200,132.6
6201,137.6
6202,133.8
6203,136.1
6204,124.3
6205,142.8
6206,134.0
6207,135.0
6208,134.8
6209,132.4
6210,139.0
6211,130.7
6212,121.2
6213,138.6
6214,130.1
6215,130.0
6216,137.5
6217,126.7
6218,128.3
6219,131.8
6220,138.3
6221,125.3
6222,135.0
6223,145.8
6224,137.5
6225,149.6
6226,139.8
6227,137.5
6228,144.5
6229,141.0
6230,143.5
6231,137.6
6232,141.9
6233,138.5
6234,138.7
6235,140.3
6236,137.3
6237,125.7
6238,138.3
6239,127.2
6240,136.4
6241,135.8
6242,128.2
6243,143.7
6244,140.1
6245,140.5
6246,148.7
6247,144.7
6248,141.6
6249,161.1
6250,146.3
6251,135.8
6252,147.7
6253,148.5
6254,144.0
6255,154.9
6256,152.0
6257,145.3
6258,138.3
6259,138.3
6260,149.7
6261,153.2
6262,145.0
6263,144.8
6264,137.7
6265,140.7
6266,148.2
6267,144.8
6268,142.0
6269,133.7
6270,141.2
6271,162.7
6272,154.5
6273,138.9
6274,150.6
6275,146.4
6276,148.8
6277,158.4
6278,147.3
6279,151.2
6280,163.8
6281,147.3
6282,143.0
6283,154.9
6284,151.1
6285,142.6
6286,150.9
6287,154.0
6288,158.4
6289,158.6
6290,152.4
6291,145.6
6292,146.5
6293,155.0
6294,127.4
6295,124.5
6296,119.6
6297,120.7
6298,122.4
6299,118.0
6300,120.0
6301,121.9
6302,119.9
6303,118.9
6304,124.1
6305,112.0
6306,117.6
6307,119.3
6308,133.7
6309,128.1
6310,124.1
6311,121.1
6312,116.3
6313,124.0
6314,128.7
6315,129.8
6316,129.1
6317,120.2
6318,133.6
6319,122.7
6320,134.8
6321,124.0
6322,131.5
6323,131.6
6324,126.6
6325,138.0
6326,126.1
6327,123.1
6328,132.5
6329,122.1
6330,123.7
6331,125.5
6332,123.0
6333,132.3
6334,140.7
6335,134.3
6336,136.0
6337,128.7
6338,134.3
6339,136.5
6340,131.2
6341,135.8
6342,144.6
6343,137.7
6344,133.9
6345,138.1
6346,135.8
6347,134.0
6348,131.7
6349,120.8
6350,126.3
6351,129.1
6352,132.8
6353,135.8
6354,133.2
6355,130.9
6356,139.3
6357,144.8
6358,134.6
6359,147.4
6360,134.3
6361,139.1
6362,150.0
6363,142.2
6364,143.6
6365,138.0
6366,132.3
6367,135.0
6368,135.4
6369,131.7
6370,136.3
6371,141.4
6372,142.7
6373,143.9
6374,145.6
6375,142.2
6376,138.9
6377,135.5
6378,137.9
6379,136.5
6380,142.3
6381,139.1
6382,143.2
6383,148.7
6384,137.2
6385,134.2
6386,141.0
6387,142.2
6388,141.1
6389,151.0
6390,144.8
6391,155.1
6392,136.7
6393,159.9
6394,147.2
6395,139.7
6396,147.8
6397,149.5
6398,155.6
6399,142.0
6400,157.1
6401,142.2
6402,142.0
6403,143.2
6404,142.2
6405,140.3
6406,141.2
6407,158.7
6408,147.8
6409,161.5
6410,155.3
6411,153.8
6412,141.8
6413,150.5
6414,157.7
6415,151.2
6416,157.3
6417,153.5
6418,155.4
6419,142.8
6420,140.0
6421,163.5
6422,132.0
6423,161.0
6424,162.5
6425,157.3
6426,151.0
6427,150.0
6428,149.0
6429,153.0
6430,126.5
6431,116.6
6432,121.8
6433,115.2
6434,123.5
6435,120.1
6436,121.4
6437,115.2
6438,121.1
6439,122.0
6440,118.3
6441,128.1
6442,123.0
6443,123.1
6444,120.1
6445,115.8
6446,116.6
6447,117.8
6448,114.6
6449,119.8
6450,116.8
6451,120.3
6452,124.2
6453,122.8
6454,118.6
6455,115.2
6456,120.0
6457,131.1
6458,126.2
6459,125.5
6460,114.3
6461,127.0
6462,126.5
6463,118.5
6464,116.9
6465,126.9
6466,128.6
6467,127.7
6468,123.0
6469,130.4
6470,127.0
6471,121.5
6472,123.8
6473,125.2
6474,120.7
6475,121.3
6476,129.1
6477,139.1
6478,138.6
6479,129.7
6480,137.8
6481,128.6
6482,132.5
6483,129.2
6484,127.1
6485,139.6
6486,137.3
6487,133.1
6488,136.0
6489,127.5
6490,133.3
6491,134.3
6492,121.6
6493,140.2
6494,129.5
6495,135.2
6496,135.6
6497,125.6
6498,147.1
6499,139.2
6500,130.0
6501,128.6
6502,144.8
6503,143.7
6504,145.3
6505,139.1
6506,140.8
6507,137.3
6508,131.3
6509,134.9
6510,140.0
6511,138.0
6512,141.2
6513,132.6
6514,139.4
6515,141.7
6516,137.2
6517,148.3
6518,136.0
6519,129.1
6520,132.3
6521,144.4
6522,132.4
6523,141.1
6524,128.4
6525,149.6
6526,137.8
6527,131.2
6528,142.0
6529,150.7
6530,152.5
6531,150.2
6532,139.2
6533,135.7
6534,156.1
6535,128.3
6536,140.1
6537,143.3
6538,147.4
6539,145.5
6540,139.2
6541,150.4
6542,144.9
6543,145.8
6544,149.0
6545,142.8
6546,134.8
6547,153.1
6548,149.9
6549,148.1
6550,143.5
6551,159.1
6552,157.9
6553,152.4
6554,145.9
6555,157.2
6556,143.4
6557,154.0
6558,157.5
6559,155.7
6560,144.5
6561,160.3
6562,151.5
6563,162.4
6564,159.7
6565,143.6
6566,144.8
6567,143.6
6568,155.0
6569,115.8
6570,118.2
6571,116.3
6572,134.6
6573,119.1
6574,117.3
6575,117.4
6576,127.4
6577,130.5
6578,121.1
6579,120.0
6580,124.8
6581,123.8
6582,124.0
6583,124.0
6584,120.9
6585,116.8
6586,119.5
6587,117.7
6588,120.0
